PID,trip start,trip end,travel_time,dist_per_trip,n_ACC,n_BRK,n_HTURN,speed_mean,speed_sd,speed_max,rpm_mean,rpm_sd,rpm_max,acc_value,brk_value,hturn_value,egl_mean,egl_sd,egl_max,air_mean,air_sd,air_max,fuel_mean,fuel_sd,fuel_max,thro_mean,thro_sd,thro_max,trip start formatted,trip end formatted,crossinglane,nearcollision,smoking,eyeclosing,mobilephone
1013 1014 (2),2023-04-13 10:43:00,2023-04-13 10:51:00,477.138911,2.271758,0,1,0,20.586441,22.658628,62.0,992.50339,568.904319,2514.75,0.0,-0.341687,0.0,34.453782,8.966678,41.960784,26.9,0.632456,28.0,69.22549,11.482792,78.431373,24.54902,8.090562,50.196078,20230413104300,20230413105100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-13 11:02:00,2023-04-13 11:07:00,282.713667,0.859707,1,1,0,16.264706,11.943841,42.0,1116.948529,542.205941,2381.75,0.354159,-0.348117,0.0,18.921569,12.71288,27.45098,27.222222,0.427793,28.0,65.925926,16.795762,79.215686,24.501153,7.70702,54.901961,20230413110200,20230413110700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-13 11:13:00,2023-04-13 11:21:00,483.065135,2.912946,0,1,2,24.464516,25.278584,73.0,1169.274194,434.099435,2897.0,0.0,-0.39606,0.349997,29.607843,11.651085,45.882353,28.487805,0.506061,29.0,69.851746,3.228091,77.254902,25.781151,8.456426,69.803922,20230413111300,20230413112100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-13 11:24:00,2023-04-13 11:28:00,237.81526,0.466353,0,0,0,8.948529,12.95995,49.0,1066.998162,377.686804,2447.25,0.0,0.0,0.0,20.653595,5.324291,23.921569,29.666667,0.840168,31.0,68.126362,1.998736,70.980392,22.422145,8.154304,76.078431,20230413112400,20230413112800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-13 11:31:00,2023-04-13 11:35:00,248.958082,3.207382,0,2,1,47.021739,18.208231,64.0,1342.360507,305.689977,2747.25,0.0,-0.319086,0.304808,27.189542,5.057658,31.372549,29.611111,0.849837,31.0,69.12854,1.330246,71.372549,30.454675,10.731868,70.980392,20230413113100,20230413113500,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-13 11:36:00,2023-04-13 11:39:00,149.649862,0.109391,1,0,0,2.539474,4.605622,13.0,312.457237,518.271998,1673.0,0.351264,0.0,0.0,0.0,0.0,0.0,28.2,0.421637,29.0,69.960784,1.775084,70.980392,28.049536,5.717596,34.117647,20230413113600,20230413113900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 04:55:00,2023-04-14 04:58:00,193.995815,0.179763,0,0,0,3.933333,6.438225,22.0,402.381481,579.937429,1944.75,0.0,0.0,0.0,12.287582,21.282716,36.862745,23.944444,0.235702,24.0,65.228758,16.336024,72.941176,28.813362,4.894716,38.823529,20230414045500,20230414045800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 05:15:00,2023-04-14 06:22:00,4014.375825,83.674173,2,1,2,74.160453,34.963511,122.0,1636.430509,519.807082,3340.75,0.333515,-0.365946,0.307219,30.926916,17.807534,98.039216,22.838308,0.524916,25.0,63.031188,3.780687,79.215686,33.212489,9.638904,71.764706,20230414051500,20230414062200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 06:30:00,2023-04-14 06:39:00,543.535994,3.512302,0,0,0,25.071429,23.156917,63.0,1030.763085,583.319167,2560.75,0.0,0.0,0.0,23.235294,17.230375,53.333333,23.122449,0.331201,24.0,58.17527,2.01327,63.529412,26.71838,9.398108,63.137255,20230414063000,20230414063900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 10:57:00,2023-04-14 11:05:00,487.028752,1.738416,1,1,0,12.08631,19.247678,62.0,1032.070685,355.793161,2285.25,0.341719,-0.318227,0.0,31.470588,10.654941,52.156863,29.755556,1.227628,31.0,59.03268,2.057507,68.235294,21.786881,7.372814,61.960784,20230414105700,20230414110500,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 11:06:00,2023-04-14 11:11:00,257.180356,3.566629,0,0,0,39.582734,32.97032,78.0,1189.607914,715.162242,2829.25,0.0,0.0,0.0,28.333333,7.845588,40.0,30.555556,0.51131,31.0,57.95207,2.232826,62.352941,29.448441,13.513063,63.529412,20230414110600,20230414111100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 11:13:00,2023-04-14 11:17:00,218.638762,0.282323,0,0,1,6.637168,10.68131,41.0,830.042035,498.836617,2285.0,0.0,0.0,0.342125,20.261438,18.023579,34.509804,31.266667,0.457738,32.0,53.281046,15.097397,66.27451,25.214998,6.92332,61.960784,20230414111300,20230414111700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 12:02:00,2023-04-14 12:08:00,391.778572,0.063375,0,0,0,0.0,0.0,0.0,814.680328,9.027522,843.5,0.0,0.0,0.0,26.901961,1.952925,29.019608,32.363636,0.488504,33.0,57.635175,0.068266,57.647059,19.533912,1.057585,23.137255,20230414120200,20230414120800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 13:14:00,2023-04-14 13:19:00,301.213115,0.753968,0,0,0,9.357955,10.57016,36.0,1106.375706,426.232265,2949.75,0.0,0.0,0.0,35.921569,4.527671,40.0,33.086957,0.733178,34.0,55.754476,1.795735,57.647059,26.788523,7.734876,83.529412,20230414131400,20230414131900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 13:39:00,2023-04-14 13:50:00,660.470094,6.419927,0,2,2,36.051919,31.459081,77.0,1236.673251,418.658771,3099.0,0.0,-0.383442,0.373507,40.196078,15.027848,67.843137,31.355932,1.256194,34.0,55.766035,2.531829,59.607843,30.070376,9.790932,64.705882,20230414133900,20230414135000,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 14:20:00,2023-04-14 14:26:00,399.042049,2.302483,0,0,0,23.976,24.896239,69.0,1050.382,626.063475,2637.5,0.0,0.0,0.0,31.686275,30.026773,79.607843,32.090909,0.678401,33.0,53.975045,3.307016,60.0,29.79451,10.036423,64.705882,20230414142000,20230414142600,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 14:33:00,2023-04-14 14:36:00,162.200886,0.129601,0,0,0,1.719101,2.96567,9.0,301.679775,427.778224,1125.5,0.0,0.0,0.0,0.0,0.0,0.0,30.25,0.452267,31.0,50.261438,15.880115,55.686275,29.521921,3.634785,31.764706,20230414143300,20230414143600,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 17:16:00,2023-04-14 18:42:00,5128.887222,67.102234,1,1,4,46.230605,34.33802,114.0,1371.832932,483.119991,3163.75,0.48362,-0.487508,0.332471,31.552091,20.484771,100.0,29.195609,0.621016,31.0,50.008219,3.697398,63.529412,28.960228,11.358782,83.921569,20230414171600,20230414184200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 18:43:00,2023-04-14 18:47:00,256.108298,7.497039,0,0,0,107.328671,5.991515,115.0,2092.51049,115.712231,2246.5,0.0,0.0,0.0,36.313725,13.935646,50.196078,29.894737,0.315302,30.0,43.839009,1.195053,45.882353,38.349102,6.190905,64.313725,20230414184300,20230414184700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 18:51:00,2023-04-14 19:00:00,561.708056,7.560596,0,0,0,53.98645,43.367205,104.0,1316.214092,586.353076,2020.5,0.0,0.0,0.0,33.823529,20.894218,72.941176,28.510204,0.505076,29.0,42.120848,1.89416,43.921569,27.710293,9.424736,61.176471,20230414185100,20230414190000,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-14 19:04:00,2023-04-14 19:12:00,484.486969,3.560645,0,1,0,25.941176,25.016386,65.0,866.740922,639.786139,2387.25,0.0,-0.345648,0.0,24.201681,18.656275,58.431373,28.208333,0.410414,29.0,42.116013,2.380233,47.058824,26.868222,9.816095,66.666667,20230414190400,20230414191200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 04:31:00,2023-04-15 04:42:00,624.219484,3.766584,0,0,0,21.146809,20.056895,62.0,1040.112766,579.202552,2674.75,0.0,0.0,0.0,22.156863,16.306109,50.980392,25.206349,0.445723,27.0,41.151572,1.910647,48.627451,26.372132,6.457872,45.098039,20230415043100,20230415044200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 04:51:00,2023-04-15 06:12:00,4882.137788,97.651221,0,2,1,72.160144,38.431464,120.0,1613.868859,517.504831,3442.0,0.0,-0.31327,0.31248,34.882595,18.58715,97.254902,25.285714,0.981754,28.0,34.599927,3.632389,46.666667,32.810349,9.777118,71.372549,20230415045100,20230415061200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 15:02:00,2023-04-15 15:06:00,235.864046,0.006476,0,0,0,0.0,0.0,0.0,814.858696,7.034194,829.25,0.0,0.0,0.0,28.921569,2.1805,32.156863,35.444444,1.85416,38.0,29.803922,0.0,29.803922,19.88349,0.74979,21.960784,20230415150200,20230415150600,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 15:18:00,2023-04-15 15:23:00,285.289915,2.615977,0,1,0,33.02439,25.821699,69.0,1271.657012,494.750905,3774.0,0.0,-0.451864,0.0,38.333333,11.665705,54.509804,32.318182,1.041353,34.0,27.397504,1.156351,30.196078,28.402678,10.487202,83.921569,20230415151800,20230415152300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 15:26:00,2023-04-15 16:03:00,2254.067931,44.605944,1,2,1,70.396158,45.186876,126.0,1630.370348,667.846525,3297.75,0.382364,-0.362567,0.343719,32.641899,20.217226,97.647059,31.605381,0.751196,35.0,23.911017,2.726339,30.588235,33.513876,10.309417,79.215686,20230415152600,20230415160300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 16:16:00,2023-04-15 16:20:00,257.198749,1.246569,0,0,0,23.817518,24.3036,64.0,1212.085766,481.012382,2674.5,0.0,0.0,0.0,32.679739,5.578193,36.470588,32.5,0.707107,34.0,40.065359,4.520073,47.058824,27.571204,11.341042,70.588235,20230415161600,20230415162000,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 18:50:00,2023-04-15 18:55:00,297.794749,1.225375,1,1,1,11.218391,18.439983,67.0,1105.54454,502.562552,3175.0,0.374213,-0.320144,0.336507,39.869281,7.505818,47.843137,31.130435,0.868873,32.0,39.710145,2.400638,47.45098,26.565247,7.888082,63.137255,20230415185000,20230415185500,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 18:56:00,2023-04-15 19:01:00,248.880923,0.324335,0,1,0,4.080292,6.372111,24.0,947.886861,254.81205,1843.75,0.0,-0.30109,0.0,25.490196,5.803392,32.156863,29.166667,0.383482,30.0,40.043573,1.29638,44.705882,19.602118,4.431389,36.078431,20230415185600,20230415190100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 19:44:00,2023-04-15 19:50:00,372.081886,0.178067,0,0,0,1.565693,4.9722,26.0,583.684307,427.601903,1864.25,0.0,0.0,0.0,19.019608,14.932374,32.941176,29.054054,0.229243,30.0,38.45257,1.458398,41.568627,24.134822,5.551518,36.078431,20230415194400,20230415195000,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-15 20:10:00,2023-04-15 20:54:00,2629.355356,43.069865,0,1,1,60.083861,34.936261,112.0,1464.410469,488.491998,3293.5,0.0,-0.430523,0.408821,32.658459,21.051317,98.823529,28.42126,0.533188,29.0,36.096958,3.495009,43.529412,31.475759,10.457734,83.921569,20230415201000,20230415205400,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 06:53:00,2023-04-16 07:14:00,1245.206964,25.389024,0,0,1,71.234624,50.125563,136.0,1729.134966,692.960434,3313.75,0.0,0.0,0.31757,34.176471,12.907844,65.490196,24.932203,0.595264,26.0,31.970754,2.760479,40.0,33.993032,12.073299,71.764706,20230416065300,20230416071400,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 07:16:00,2023-04-16 07:22:00,336.087904,10.244717,0,0,1,112.193069,8.204316,129.0,2188.775862,158.656161,2503.0,0.0,0.0,0.325116,28.078431,9.463095,37.647059,25.296296,0.465322,26.0,28.017429,2.469064,30.588235,39.167391,9.835551,70.588235,20230416071600,20230416072200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 07:23:00,2023-04-16 07:33:00,587.462144,6.369236,0,0,0,42.341709,34.865106,93.0,1288.221106,365.661325,2363.5,0.0,0.0,0.0,21.394336,9.800217,37.254902,26.471698,0.696247,28.0,26.659267,1.883061,32.156863,25.824219,9.793589,71.764706,20230416072300,20230416073300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 07:38:00,2023-04-16 07:44:00,357.191454,9.50433,0,0,0,94.269406,9.885376,119.0,1849.778539,200.557506,2450.0,0.0,0.0,0.0,23.823529,6.596128,32.941176,26.206897,0.412251,27.0,25.747126,2.332488,31.372549,38.582479,9.720386,69.019608,20230416073800,20230416074400,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 07:48:00,2023-04-16 07:55:00,463.5856,1.706945,1,0,1,14.189003,25.073176,93.0,955.235395,443.30183,2524.0,0.317128,0.0,0.303764,22.679739,12.197066,32.54902,26.487179,0.601393,28.0,24.464555,2.056715,28.235294,21.065966,7.951479,83.921569,20230416074800,20230416075500,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 07:57:00,2023-04-16 08:01:00,249.0762,6.671145,0,0,0,92.381295,35.642833,119.0,2006.971223,415.76012,2707.25,0.0,0.0,0.0,42.745098,7.145438,51.764706,26.166667,0.383482,27.0,24.618736,1.730702,28.235294,40.437624,8.141881,66.666667,20230416075700,20230416080100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 08:02:00,2023-04-16 08:07:00,273.599982,8.434231,0,0,0,111.0,7.9007,127.0,2193.156863,204.0255,3030.5,0.0,0.0,0.0,35.03268,8.321984,40.784314,26.095238,0.300793,27.0,22.913165,1.099239,25.490196,40.720236,8.736118,71.764706,20230416080200,20230416080700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 08:08:00,2023-04-16 08:19:00,716.102968,11.639924,2,0,1,58.272212,46.273905,115.0,1335.873346,793.285536,2485.5,0.37546,0.0,0.316339,21.598793,15.617875,48.235294,25.492958,0.503509,26.0,21.292461,2.738202,29.411765,30.34879,9.491912,63.921569,20230416080800,20230416081900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 08:23:00,2023-04-16 08:41:00,1072.016952,8.039247,0,2,3,26.713021,28.966717,83.0,981.227244,623.974246,3019.5,0.0,-0.377158,0.347773,22.331155,16.347357,58.431373,26.207547,0.713369,28.0,98.327784,0.55539,99.215686,25.180833,10.16508,68.235294,20230416082300,20230416084100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 08:42:00,2023-04-16 08:59:00,1019.580242,5.167552,0,2,0,17.973475,25.248236,70.0,906.975796,493.513083,3076.0,0.0,-0.3344,0.0,20.876586,11.209557,42.745098,24.950495,0.852951,28.0,98.252766,0.564283,99.607843,23.537203,8.482601,61.568627,20230416084200,20230416085900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 10:36:00,2023-04-16 10:47:00,696.289142,5.842038,0,3,1,31.389344,25.481403,71.0,1111.727459,511.794902,2564.5,0.0,-0.321951,0.304186,36.57754,26.896982,77.254902,28.507692,0.75256,30.0,97.429864,0.723868,98.823529,28.334941,10.23377,64.313725,20230416103600,20230416104700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 11:46:00,2023-04-16 11:51:00,269.12003,1.280424,0,1,2,16.509804,16.260267,46.0,1219.20098,470.752239,2831.5,0.0,-0.431754,0.31006,34.215686,11.840172,40.784314,31.25,0.786398,33.0,96.823529,1.309321,98.823529,28.012303,8.914877,61.176471,20230416114600,20230416115100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 13:14:00,2023-04-16 13:19:00,303.83853,0.912857,0,0,1,2.95,5.900739,25.0,924.543056,270.062809,2361.25,0.0,0.0,0.353387,38.627451,6.989492,45.490196,31.833333,1.464557,34.0,95.522876,0.739709,97.254902,23.294118,4.351817,54.509804,20230416131400,20230416131900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 13:20:00,2023-04-16 13:26:00,319.928737,3.047117,0,0,0,30.895288,20.154653,62.0,1314.455497,369.445739,2555.0,0.0,0.0,0.0,22.039216,8.726702,35.686275,31.76,0.723418,33.0,96.109804,1.522693,98.823529,27.596756,8.320781,52.941176,20230416132000,20230416132600,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 13:41:00,2023-04-16 13:50:00,554.85296,14.207995,0,0,0,92.454545,12.417017,122.0,1815.763774,221.099072,2388.5,0.0,0.0,0.0,32.401961,15.937674,55.686275,32.204082,0.499149,33.0,91.388555,1.031228,94.509804,37.614649,10.656176,71.372549,20230416134100,20230416135000,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 13:52:00,2023-04-16 13:57:00,334.394501,2.480346,0,0,1,27.447761,25.743902,72.0,1151.687811,280.583493,2257.25,0.0,0.0,0.317943,28.333333,14.256309,49.411765,31.259259,1.095185,33.0,89.62963,2.449824,95.294118,24.750756,8.164512,72.941176,20230416135200,20230416135700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 13:59:00,2023-04-16 14:34:00,2084.249414,43.031694,1,0,1,74.256494,34.569981,115.0,1586.164935,520.950253,2770.25,0.444906,0.0,0.335053,29.847495,14.825924,71.764706,31.781553,0.666882,33.0,86.716162,2.338665,95.686275,33.858925,10.052608,68.627451,20230416135900,20230416143400,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-16 14:47:00,2023-04-16 14:52:00,308.341618,1.538672,0,1,0,14.494505,19.133364,57.0,1118.79533,417.984781,2926.25,0.0,-0.314571,0.0,42.745098,7.419956,51.764706,33.5,1.215838,36.0,85.212418,2.063723,92.156863,27.09311,6.954058,60.784314,20230416144700,20230416145200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-17 11:09:00,2023-04-17 11:18:00,547.826856,3.963284,3,0,2,27.769231,28.327817,75.0,1034.240053,688.220301,3068.5,0.333683,0.0,0.328359,24.880174,23.145654,65.098039,27.666667,0.553775,28.0,80.053825,16.58912,92.941176,27.75368,9.464945,58.823529,20230417110900,20230417111800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-17 11:30:00,2023-04-17 11:38:00,467.184483,3.963183,0,1,1,34.902357,27.889633,70.0,1105.900673,680.275868,3549.0,0.0,-0.300663,0.357336,35.816993,36.639849,90.980392,27.2,0.607644,29.0,80.156863,13.192047,87.058824,28.158711,10.096809,65.098039,20230417113000,20230417113800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-18 12:20:00,2023-04-18 12:23:00,142.56092,0.076608,0,0,0,4.604651,7.859297,22.0,438.302326,573.85661,1814.25,0.0,0.0,0.0,59.607843,0.0,59.607843,25.0,0.0,25.0,82.039216,1.424777,84.313725,27.852257,6.337504,36.078431,20230418122000,20230418122300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-18 12:30:00,2023-04-18 13:53:00,4981.884944,96.532315,0,2,4,69.836868,40.256926,139.0,1623.002311,570.793456,3474.75,0.0,-0.334113,0.337536,30.844832,20.106518,100.0,28.51927,0.844719,33.0,75.676729,4.218168,96.078431,33.206346,12.367546,83.921569,20230418123000,20230418135300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-18 17:08:00,2023-04-18 18:02:00,3269.286174,19.015028,3,4,5,19.792683,23.861689,88.0,1114.613436,479.55016,4029.0,0.32328,-0.359291,0.356199,29.448761,16.060076,86.27451,29.408805,1.567468,34.0,68.735972,2.805289,82.745098,24.541137,9.687521,74.901961,20230418170800,20230418180200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-18 18:05:00,2023-04-18 18:47:00,2515.398751,41.6056,0,0,3,59.380722,40.697646,130.0,1564.420167,577.546679,3339.0,0.0,0.0,0.389637,31.195145,17.284485,81.960784,27.353414,0.726513,29.0,62.804945,2.529262,71.372549,31.163906,11.233132,84.313725,20230418180500,20230418184700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-18 19:25:00,2023-04-18 19:59:00,2076.573851,43.405853,0,0,0,70.087814,35.656763,125.0,1595.73178,476.243959,2851.5,0.0,0.0,0.0,31.816305,20.400547,100.0,26.169643,0.654593,29.0,58.252801,2.066366,65.882353,32.930869,12.45637,83.921569,20230418192500,20230418195900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-18 19:59:00,2023-04-18 20:37:00,2227.981663,17.986542,0,4,4,29.515809,28.890149,86.0,1117.307657,548.705856,3571.0,0.0,-0.383176,0.310317,25.533769,21.425607,100.0,25.796296,1.285043,30.0,54.404503,3.063477,67.058824,25.289134,11.019442,83.921569,20230418195900,20230418203700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 04:42:00,2023-04-19 06:05:00,4964.146753,99.095848,2,3,4,72.034398,40.502394,129.0,1638.012763,552.013519,3320.5,0.373519,-0.330209,0.506121,32.03252,17.418284,100.0,22.173116,1.078818,25.0,44.987021,4.73035,63.137255,33.203043,12.146226,83.921569,20230419044200,20230419060500,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 06:09:00,2023-04-19 06:28:00,1180.807834,8.476339,0,2,1,26.069988,25.918767,74.0,1078.125445,503.465589,3100.75,0.0,-0.342973,0.318108,33.28976,19.724171,84.313725,22.380531,1.723361,25.0,97.768523,9.287976,99.607843,24.969646,8.336051,63.137255,20230419060900,20230419062800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 07:51:00,2023-04-19 08:06:00,856.140228,14.790043,0,1,1,58.43686,36.983021,122.0,1544.796075,587.026871,3424.25,0.0,-0.367713,0.372901,28.92911,14.926153,52.941176,24.628205,0.583518,26.0,98.109603,0.708716,99.215686,30.985746,12.10736,69.803922,20230419075100,20230419080600,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 08:11:00,2023-04-19 09:31:00,4801.028545,96.991445,0,0,4,73.473564,33.142615,131.0,1665.108745,412.564756,2981.0,0.0,0.0,0.334956,31.302162,19.764159,100.0,26.034115,0.622674,27.0,90.085706,3.944913,98.823529,33.522631,12.667804,83.921569,20230419081100,20230419093100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 10:04:00,2023-04-19 10:13:00,534.986306,6.21097,0,0,1,37.657568,33.331993,96.0,1203.533416,585.24202,2449.5,0.0,0.0,0.345124,23.137255,16.795224,47.058824,27.09434,0.295098,28.0,84.313725,2.094957,91.764706,30.147544,9.686817,80,20230419100400,20230419101300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 10:14:00,2023-04-19 10:21:00,415.197704,9.669181,0,0,0,82.057034,12.4536,99.0,1647.664449,199.991291,2224.75,0.0,0.0,0.0,29.019608,23.896483,61.568627,27.0,0.0,27.0,83.428571,1.376146,87.058824,36.552598,12.96405,83.921569,20230419101400,20230419102100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 10:22:00,2023-04-19 10:27:00,250.143781,6.532642,0,0,0,95.646617,3.941226,105.0,1865.462406,76.32027,2051.0,0.0,0.0,0.0,34.901961,12.194754,48.235294,27.0,0.0,27.0,82.156863,1.151209,83.921569,37.375792,6.388263,65.882353,20230419102200,20230419102700,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 10:29:00,2023-04-19 10:51:00,1362.323604,18.341546,0,1,1,50.774869,36.752624,106.0,1304.724869,524.506018,3319.75,0.0,-0.312025,0.305203,24.463119,13.591207,53.72549,27.359375,0.636605,30.0,80.484069,1.787619,87.45098,28.958834,11.251054,68.627451,20230419102900,20230419105100,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 12:59:00,2023-04-19 13:02:00,135.224194,0.069992,0,0,0,2.903226,5.884187,21.0,306.814516,465.767297,1470.25,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,79.705882,2.059601,82.745098,27.337128,7.109616,32.156863,20230419125900,20230419130200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 13:07:00,2023-04-19 13:10:00,173.679281,0.198834,0,0,0,6.276923,7.360171,21.0,713.296875,615.854806,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,27.888889,0.333333,28.0,68.801743,25.85271,79.215686,26.029412,6.169958,33.333333,20230419130700,20230419131000,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 13:32:00,2023-04-19 13:46:00,849.692298,15.16105,1,1,2,60.109966,38.51014,121.0,1588.601375,545.492305,3808.75,0.347554,-0.412156,0.31911,39.477124,23.095423,94.901961,26.923077,0.698221,29.0,79.170437,3.412886,94.117647,31.739101,11.628923,83.921569,20230419133200,20230419134600,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-19 13:54:00,2023-04-19 14:58:00,3804.641716,65.965131,2,1,2,62.809746,31.152256,107.0,1472.260838,412.261756,3528.75,0.34523,-0.314323,0.359544,30.401494,19.714052,100.0,27.483957,0.830717,32.0,71.234141,4.874133,78.823529,31.606916,11.270138,84.313725,20230419135400,20230419145800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-20 07:03:00,2023-04-20 07:13:00,582.560336,4.426908,2,1,1,29.953964,25.707485,68.0,1065.102941,577.866693,3190.75,0.327023,-0.364589,0.332739,31.078431,19.570553,63.529412,24.538462,0.503382,25.0,66.312217,2.830292,76.470588,28.141016,7.09947,58.431373,20230420070300,20230420071300,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-20 09:06:00,2023-04-20 09:09:00,143.459533,0.020672,0,0,0,0.918919,1.656274,6.0,390.918919,430.496125,940.5,0.0,0.0,0.0,38.823529,0.0,38.823529,27.0,0.0,27.0,53.176471,29.745298,67.45098,28.256492,4.538552,31.764706,20230420090600,20230420090900,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-20 11:05:00,2023-04-20 11:12:00,398.393917,4.122549,0,1,0,41.289157,21.932372,65.0,1312.700803,415.197984,2859.25,0.0,-0.33109,0.0,34.379085,13.495363,55.686275,28.151515,0.36411,29.0,65.561497,2.549876,69.019608,30.769352,9.269424,65.882353,20230420110500,20230420111200,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-20 11:16:00,2023-04-20 11:18:00,128.874529,0.035741,0,0,0,0.410714,1.734954,10.0,88.482143,267.634825,1137.25,0.0,0.0,0.0,0.0,0.0,0.0,28.714286,0.48795,29.0,64.593838,0.296443,64.705882,30.357143,4.397359,31.764706,20230420111600,20230420111800,0.0,0.0,0.0,0.0,0.0
1013 1014 (2),2023-04-20 11:28:00,2023-04-20 11:30:00,137.217752,0.063711,0,0,0,0.682692,2.252353,11.0,125.915865,317.948864,1298.0,0.0,0.0,0.0,8.75817,15.169595,26.27451,28.428571,0.513553,29.0,66.722689,0.868174,67.058824,30.116893,3.553393,31.372549,20230420112800,20230420113000,0.0,0.0,0.0,0.0,0.0
