PID,trip start,trip end,travel_time,dist_per_trip,n_ACC,n_BRK,n_HTURN,speed_mean,speed_sd,speed_max,rpm_mean,rpm_sd,rpm_max,acc_value,brk_value,hturn_value,egl_mean,egl_sd,egl_max,air_mean,air_sd,air_max,fuel_mean,fuel_sd,fuel_max,thro_mean,thro_sd,thro_max,trip start formatted,trip end formatted,crossinglane,nearcollision,smoking,eyeclosing,mobilephone
1009 1010,2022-06-01 13:29:00,2022-06-01 13:52:00,1406.443518,15.021497,3,3,7,41.478261,34.664456,92.0,1369.445652,604.712234,2076.0,0.342013,-0.371615,0.346044,27.473699,18.113891,100.0,32.784173,1.278374,36.0,69.874453,6.067238,87.843137,21.12532,11.471878,60,20220601132900,20220601135200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-03 14:05:00,2022-06-03 14:13:00,534.734225,2.980678,2,0,3,19.875,26.346252,72.0,953.125,896.275129,2024.5,0.363158,0.0,0.315023,17.998424,18.78296,93.333333,24.207547,0.409432,25.0,65.926748,5.411885,75.686275,17.794118,3.636336,23.921569,20220603140500,20220603141300,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-03 14:48:00,2022-06-03 14:56:00,455.779298,3.151665,1,1,3,22.5,25.33208,66.0,1018.71875,719.114913,1908.5,0.336272,-0.314638,0.319889,19.211389,20.00735,91.372549,23.311111,0.468179,24.0,67.816993,6.45864,80.784314,17.254902,2.780879,21.176471,20220603144800,20220603145600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-06 09:42:00,2022-06-06 09:48:00,376.179314,2.388888,1,1,2,25.166667,39.050822,79.0,936.041667,854.591078,1993.5,0.349767,-0.303665,0.328589,20.57542,18.76733,73.333333,31.342105,0.780724,33.0,65.180599,3.986904,73.72549,17.647059,3.16653,22.745098,20220606094200,20220606094800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-06 10:33:00,2022-06-06 10:42:00,560.03198,2.940182,2,1,2,10.6,18.875028,55.0,878.65,555.219466,1868.0,0.323399,-0.381193,0.314917,23.855042,17.442475,69.019608,35.381818,1.224607,38.0,66.345811,5.569042,81.960784,16.431373,1.871154,18.431373,20220606103300,20220606104200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-06 10:47:00,2022-06-06 11:18:00,1880.323511,13.352831,1,1,3,25.4375,33.54144,94.0,1199.28125,553.619486,2358.5,0.32914,-0.36972,0.330278,25.478416,13.541189,100.0,36.043011,2.388775,41.0,65.16129,4.270552,85.882353,16.997549,7.77938,56.470588,20220606104700,20220606111800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-06 11:52:00,2022-06-06 12:03:00,658.695175,4.542207,2,0,2,16.0,26.814175,71.0,1016.477273,625.808741,1863.75,0.326305,0.0,0.348764,23.831699,17.610925,85.490196,35.323077,0.849774,37.0,63.511312,6.091238,78.823529,17.040998,2.121736,21.568627,20220606115200,20220606120300,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-06 12:52:00,2022-06-06 13:11:00,1153.041248,10.318674,1,1,6,28.3,30.492622,86.0,1236.2,596.484413,2269.0,0.351001,-0.443561,0.355471,25.671355,16.969266,93.72549,35.578947,1.857273,40.0,61.396629,4.697208,77.647059,18.294118,9.512086,56.470588,20220606125200,20220606131100,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 15:43:00,2022-06-22 15:56:00,809.048185,5.870724,1,0,4,21.857143,28.557249,81.0,1145.696429,636.954383,2122.0,0.407001,0.0,0.352946,25.789938,16.622156,100.0,34.65,2.424036,44.0,52.411765,4.629184,65.882353,17.67507,5.6901,34.901961,20220622154300,20220622155600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 16:08:00,2022-06-22 16:19:00,665.773235,5.229198,2,1,2,27.363636,27.00101,78.0,1129.886364,689.401501,2327.0,0.345993,-0.361728,0.339368,24.944267,18.38081,75.686275,34.772727,3.219152,42.0,52.317291,6.687034,73.72549,17.254902,5.658485,32.156863,20220622160800,20220622161900,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 17:32:00,2022-06-22 17:53:00,1225.645,10.021176,2,1,4,24.7,33.373642,81.0,1180.075,606.791877,2055.25,0.414711,-0.423251,0.408961,27.072858,19.015575,100.0,32.371901,0.817845,34.0,50.630368,5.576079,71.764706,17.45098,5.183065,32.156863,20220622173200,20220622175300,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 18:58:00,2022-06-22 19:06:00,502.563852,4.598989,1,1,2,32.5,33.662187,72.0,1076.75,765.401855,1996.75,0.331907,-0.359639,0.342542,20.238619,19.72646,97.647059,30.34,0.519419,32.0,48.109804,5.759932,66.666667,18.088235,5.684584,30.980392,20220622185800,20220622190600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 19:18:00,2022-06-22 19:24:00,348.705239,2.196042,2,0,1,24.0,31.272992,67.0,906.791667,747.85148,1683.75,0.318462,0.0,0.349767,18.473389,18.986469,83.529412,30.323529,0.638207,31.0,48.16609,4.478015,57.647059,15.686275,2.913596,18.431373,20220622191800,20220622192400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 19:55:00,2022-06-22 19:59:00,278.266251,0.211458,1,0,0,0.8,1.788854,4.0,898.7,4.378213,904.5,0.335111,0.0,0.0,27.31967,5.569658,46.666667,30.0,0.0,30.0,48.293391,2.177208,49.803922,14.117647,0.679236,15.294118,20220622195500,20220622195900,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 20:00:00,2022-06-22 20:02:00,130.644646,0.048036,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.843137,11.091887,81.568627,29.769231,0.438529,30.0,47.60181,1.556641,48.627451,18.431373,0.0,18.431373,20220622200000,20220622200200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-22 20:07:00,2022-06-22 20:15:00,515.56019,3.29157,1,1,2,24.25,23.462736,71.0,1214.25,879.267755,2325.25,0.364171,-0.440757,0.351409,21.860377,18.987057,87.058824,29.196078,0.566378,30.0,48.181469,6.740089,62.745098,19.509804,5.712775,29.411765,20220622200700,20220622201500,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-23 13:03:00,2022-06-23 13:20:00,1041.121177,10.360571,1,2,3,28.5,34.013155,96.0,1249.7125,603.424053,2022.0,0.402021,-0.319771,0.322187,25.271965,17.798107,100.0,37.31068,2.520617,48.0,45.471342,5.293414,63.921569,19.27451,9.020303,54.509804,20220623130300,20220623132000,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-23 15:13:00,2022-06-23 15:32:00,1128.699836,10.561291,3,4,6,31.736842,28.86721,97.0,1239.118421,627.800655,2308.75,0.345043,-0.322486,0.366518,28.113018,18.849718,94.509804,36.585586,2.150976,44.0,43.75552,5.890084,57.647059,18.906089,6.631432,35.294118,20220623151300,20220623153200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-23 16:07:00,2022-06-23 16:14:00,440.460883,2.486476,1,0,3,8.857143,12.280453,31.0,966.821429,805.15138,2023.5,0.380253,0.0,0.358242,25.716355,20.726483,85.882353,38.093023,2.644077,43.0,41.997264,4.345704,55.686275,20.896359,7.555898,35.294118,20220623160700,20220623161400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-23 16:33:00,2022-06-23 16:41:00,479.635881,3.034806,2,2,5,9.0,18.083141,48.0,960.571429,827.419945,2115.75,0.381657,-0.354403,0.375413,26.390629,22.611896,95.686275,34.553191,0.774835,36.0,42.069253,6.785315,55.686275,31.540616,28.432371,80.392157,20220623163300,20220623164100,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-24 09:13:00,2022-06-24 09:44:00,1876.488757,14.374346,6,3,7,26.612903,30.503199,90.0,1314.596774,667.617807,2810.5,0.327596,-0.382796,0.348476,25.724652,14.44516,93.333333,32.026882,0.814947,33.0,39.679528,3.944373,54.901961,18.583175,8.422204,46.666667,20220624091300,20220624094400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-24 11:02:00,2022-06-24 11:22:00,1216.418433,8.68111,0,1,2,28.47619,20.066437,68.0,1239.738095,505.521318,1898.25,0.0,-0.345682,0.330663,21.733576,13.304642,78.823529,34.283333,0.567811,36.0,38.839869,3.74746,50.980392,17.217554,4.949425,35.294118,20220624110200,20220624112200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-24 13:07:00,2022-06-24 13:36:00,1786.648085,16.428595,1,2,2,30.862069,30.35707,78.0,1343.741379,556.567263,1995.0,0.382588,-0.365529,0.332268,23.628197,14.164681,96.862745,35.703911,0.998052,38.0,36.492496,3.485249,50.980392,18.187965,5.21037,40,20220624130700,20220624133600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-24 15:04:00,2022-06-24 15:10:00,367.271883,2.703599,1,1,2,23.333333,27.097355,63.0,974.375,831.009037,1852.25,0.307271,-0.354681,0.331273,20.788357,22.746065,90.980392,39.027778,1.275844,42.0,34.281046,4.743431,44.705882,16.928105,4.831122,25.098039,20220624150400,20220624151000,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-25 11:02:00,2022-06-25 11:57:00,3286.591344,52.983863,7,1,6,56.0,44.862473,127.0,1469.689815,514.804471,2436.0,0.331319,-0.333351,0.357853,29.303955,19.486191,100.0,35.409231,1.257781,42.0,30.574962,3.759962,46.666667,20.239651,11.275156,77.647059,20220625110200,20220625115700,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-25 13:29:00,2022-06-25 13:37:00,523.016373,2.527325,0,1,4,15.444444,21.703174,69.0,954.138889,612.528572,1715.25,0.0,-0.352075,0.342489,25.808237,20.187785,88.235294,36.634615,1.343523,40.0,27.262443,3.563415,40.0,17.385621,2.786798,23.529412,20220625132900,20220625133700,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-25 13:40:00,2022-06-25 14:11:00,1831.902333,41.308108,3,2,1,80.433333,50.817241,138.0,1579.033333,587.712231,2393.25,0.384028,-0.535914,0.365046,34.811628,22.006283,100.0,33.428571,1.944778,37.0,98.1922,2.909234,100.0,23.647059,12.918475,80.392157,20220625134000,20220625141100,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-25 14:23:00,2022-06-25 14:41:00,1095.965596,10.612761,4,2,12,35.222222,35.44931,92.0,1237.277778,590.668744,1878.0,0.395022,-0.358662,0.343686,27.070911,18.811958,95.686275,35.833333,1.462938,40.0,94.313725,5.118578,100.0,21.24183,14.681333,78.039216,20220625142300,20220625144100,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-27 15:03:00,2022-06-27 15:17:00,822.461143,4.601138,1,1,2,26.142857,27.377299,83.0,1150.107143,612.431101,1897.25,0.403832,-0.31865,0.344216,31.251609,19.445993,92.54902,36.518519,1.050132,39.0,93.096103,3.458814,100.0,16.470588,3.71688,27.058824,20220627150300,20220627151700,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-28 08:48:00,2022-06-28 09:26:00,2280.574162,21.265991,2,4,10,33.921053,33.51271,87.0,1217.967105,766.24201,2609.0,0.306821,-0.387097,0.357359,22.532293,18.414965,100.0,30.022222,2.153578,35.0,89.777778,4.159122,100.0,19.566563,11.537027,80.392157,20220628084800,20220628092600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-28 12:00:00,2022-06-28 12:06:00,324.319398,1.111888,0,1,0,6.666667,13.603921,34.0,730.791667,638.117298,1665.75,0.0,-0.331831,0.0,20.68852,19.426589,55.294118,37.96875,1.713031,43.0,87.610294,4.34964,100.0,16.666667,1.677588,18.431373,20220628120000,20220628120600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-28 12:42:00,2022-06-28 12:48:00,377.648858,1.121577,0,0,0,7.833333,8.612007,19.0,761.666667,632.035277,1437.0,0.0,0.0,0.0,23.537229,19.918041,67.843137,37.054054,1.129059,40.0,87.058824,3.237769,95.686275,17.320261,1.390176,18.823529,20220628124200,20220628124800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-28 13:40:00,2022-06-28 13:56:00,956.259253,6.580165,2,1,2,28.4,35.490039,78.0,1182.05,682.68486,2142.0,0.325064,-0.32352,0.30628,28.221435,17.799432,97.254902,35.715789,1.396524,38.0,86.790506,4.281085,100.0,18.901961,5.579899,32.54902,20220628134000,20220628135600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-28 14:00:00,2022-06-28 14:14:00,845.712026,7.816961,2,2,4,29.071429,35.306274,90.0,1169.767857,670.433036,2212.75,0.355557,-0.342528,0.346373,27.284488,19.170401,100.0,35.261905,1.372001,38.0,85.816993,5.182507,100.0,22.072829,17.252453,80.392157,20220628140000,20220628141400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-06-28 14:14:00,2022-06-28 14:16:00,126.863393,0.002224,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.495798,13.99806,81.176471,38.923077,0.640513,40.0,89.562594,0.610441,89.803922,18.431373,0.0,18.431373,20220628141400,20220628141600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-16 18:17:00,2022-07-16 18:51:00,2081.829523,13.676064,2,1,11,25.441176,31.291582,87.0,1182.720588,504.016811,2041.75,0.34178,-0.357213,0.317724,29.821188,15.231189,93.72549,29.728155,2.561228,33.0,82.495717,4.877909,96.862745,16.459054,3.54783,24.313725,20220716181700,20220716185100,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-18 09:12:00,2022-07-18 09:35:00,1353.910549,13.458059,1,1,5,30.76,32.000365,77.0,1256.0,641.941355,2429.5,0.338123,-0.518287,0.356288,22.952433,16.257491,89.019608,29.723881,1.893367,33.0,79.532317,4.902838,95.686275,20.878431,14.933009,80,20220718091200,20220718093500,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-18 09:56:00,2022-07-18 10:14:00,1060.683068,12.749696,2,2,2,42.555556,31.472158,81.0,1419.902778,654.145689,2631.0,0.328215,-0.368459,0.326987,22.377279,16.684962,100.0,29.377358,2.157833,33.0,78.242693,4.396034,89.803922,23.485839,15.151728,67.058824,20220718095600,20220718101400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-20 06:59:00,2022-07-20 07:18:00,1155.889115,13.574107,3,0,2,43.684211,37.840385,88.0,1296.355263,625.659093,2247.25,0.339239,0.0,0.320242,25.700113,15.959142,92.941176,28.026316,1.200741,30.0,75.703474,4.690063,91.764706,18.78225,5.293544,29.803922,20220720065900,20220720071800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-20 09:01:00,2022-07-20 09:22:00,1278.623452,13.793282,2,4,8,32.434783,36.595859,95.0,1218.152174,585.118314,1982.25,0.455656,-0.379179,0.336788,25.127316,18.107323,100.0,32.214286,0.574208,34.0,74.696545,6.046385,96.862745,19.607843,13.301314,78.431373,20220720090100,20220720092200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-20 13:43:00,2022-07-20 13:58:00,894.163044,2.244422,1,0,0,5.428571,20.025808,75.0,807.767857,365.103521,1381.0,0.361933,0.0,0.0,33.38818,16.469398,85.490196,38.579545,1.403785,42.0,73.926025,3.993036,88.627451,15.826331,1.301611,18.431373,20220720134300,20220720135800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-20 14:40:00,2022-07-20 14:48:00,441.556615,2.643269,3,1,6,19.857143,28.292688,71.0,873.571429,718.707792,1973.0,0.350867,-0.400106,0.323952,25.518999,21.34393,87.058824,37.386364,1.434069,40.0,70.757576,8.095969,91.764706,17.478992,1.79505,20.392157,20220720144000,20220720144800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-21 12:41:00,2022-07-21 12:48:00,401.130529,2.366377,2,1,2,24.666667,30.994623,80.0,921.916667,757.288282,1817.25,0.348082,-0.31576,0.368301,23.816831,21.057032,92.54902,37.0,1.086042,39.0,70.637255,5.678164,86.666667,16.339869,2.780353,19.215686,20220721124100,20220721124800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-21 13:20:00,2022-07-21 13:46:00,1538.901073,2.572358,3,2,1,5.192308,15.712464,68.0,906.105769,352.276689,1901.25,0.321187,-0.363873,0.301325,30.746121,12.188566,89.803922,36.842105,0.691531,39.0,71.953044,3.768462,86.666667,14.901961,1.069661,18.431373,20220721132000,20220721134600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-24 13:09:00,2022-07-24 13:18:00,529.377283,3.646902,1,0,1,15.75,21.841965,62.0,976.65625,720.582403,2060.0,0.305156,0.0,0.302464,27.09212,20.445812,85.490196,36.615385,1.105314,39.0,66.99095,4.427033,77.647059,21.029412,6.565177,32.156863,20220724130900,20220724131800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-24 13:36:00,2022-07-24 13:44:00,509.925771,3.971784,2,2,1,22.25,25.882978,72.0,1009.6875,746.307084,2002.25,0.353831,-0.325697,0.306219,27.368171,21.916308,94.509804,37.784314,1.911164,42.0,68.911957,8.225981,89.803922,20.196078,8.083162,38.823529,20220724133600,20220724134400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-25 07:34:00,2022-07-25 07:57:00,1407.403408,13.443005,3,2,1,28.695652,31.98641,83.0,1205.206522,578.984714,2305.25,0.334211,-0.326719,0.307717,23.708235,16.026213,100.0,29.856115,0.821462,31.0,65.72154,4.24965,84.705882,19.386189,13.83093,80,20220725073400,20220725075700,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-25 09:15:00,2022-07-25 09:25:00,598.287901,3.178148,0,3,3,12.833333,13.529989,34.0,1146.0,707.442577,2180.5,0.0,-0.355338,0.338518,22.313644,17.195218,74.117647,32.864407,0.471886,34.0,62.895425,6.379191,78.823529,18.366013,4.272476,24.705882,20220725091500,20220725092500,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-25 09:34:00,2022-07-25 09:52:00,1042.660689,11.40269,2,1,2,41.352941,29.993627,85.0,1389.088235,619.375706,2070.5,0.338524,-0.316592,0.359035,23.277715,17.62599,88.627451,32.067961,1.693483,35.0,63.384733,3.813185,76.862745,19.423299,10.488929,58.431373,20220725093400,20220725095200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-25 09:55:00,2022-07-25 10:04:00,498.719223,3.038153,2,1,3,13.555556,17.32131,49.0,934.472222,666.342013,2112.5,0.342,-0.414704,0.317123,24.83955,19.956886,83.137255,29.673469,0.774267,31.0,60.744298,5.768642,72.941176,22.396514,21.389132,79.215686,20220725095500,20220725100400,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-29 09:25:00,2022-07-29 09:46:00,1272.331486,13.023683,1,0,3,35.47619,33.067536,83.0,1380.035714,628.05296,2101.75,0.340996,0.0,0.360557,25.079952,17.67893,100.0,32.622047,0.755185,34.0,60.657712,5.320824,77.647059,20.018674,8.509421,43.137255,20220729092500,20220729094600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-29 12:06:00,2022-07-29 12:27:00,1256.09061,5.49157,1,3,1,18.95,22.241438,58.0,1053.525,465.914027,1748.25,0.312171,-0.391118,0.317295,25.824487,14.116496,79.607843,35.516129,1.428422,37.0,58.203669,5.358139,77.647059,16.098039,3.664373,27.843137,20220729120600,20220729122700,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-29 13:47:00,2022-07-29 14:00:00,793.768914,7.460366,1,1,2,38.076923,30.453411,76.0,1402.423077,743.75008,2346.25,0.308029,-0.434667,0.34289,23.040144,18.070462,85.490196,36.564103,0.920047,38.0,56.973353,5.824826,78.823529,17.918552,5.883191,29.019608,20220729134700,20220729140000,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-07-29 14:10:00,2022-07-29 14:19:00,506.816796,3.035734,1,1,2,22.0,33.936916,92.0,869.46875,617.874271,1696.75,0.349059,-0.416045,0.370373,25.757751,20.754486,92.54902,37.24,1.187692,40.0,56.298039,5.552813,70.980392,16.568627,2.007839,19.607843,20220729141000,20220729141900,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-01 08:15:00,2022-08-01 08:32:00,1028.929756,5.434345,2,1,3,17.6,25.481469,76.0,979.4625,437.846226,1837.25,0.341707,-0.309552,0.330246,25.804014,14.746914,92.54902,31.533333,1.118607,33.0,54.651727,4.513777,76.862745,16.588235,4.150393,29.803922,20220801081500,20220801083200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-01 08:58:00,2022-08-01 09:11:00,764.262598,4.74001,1,0,3,18.666667,26.451786,78.0,958.9375,534.654148,1605.0,0.449457,0.0,0.415457,25.671833,17.731772,77.254902,33.026316,0.747862,34.0,53.199174,5.834771,80.784314,16.764706,2.596567,21.568627,20220801085800,20220801091100,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-01 09:34:00,2022-08-01 10:06:00,1914.546194,10.408434,3,1,7,15.935484,27.151348,85.0,1073.564516,572.175778,3198.0,0.347504,-0.44395,0.374418,26.502131,14.532901,100.0,33.973545,0.827929,35.0,52.148563,4.982313,67.843137,15.559772,4.304669,35.686275,20220801093400,20220801100600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-01 13:48:00,2022-08-01 14:28:00,2405.409041,21.4191,3,3,7,30.153846,36.382137,107.0,1274.621795,546.259294,2094.5,0.341401,-0.442454,0.358522,31.003292,16.580734,100.0,37.764706,1.47957,45.0,48.510463,4.18878,64.705882,19.064857,10.759843,78.039216,20220801134800,20220801142800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-01 16:05:00,2022-08-01 16:32:00,1626.295845,19.420122,2,1,3,43.192308,38.096739,129.0,1377.134615,607.37263,2108.0,0.372335,-0.440714,0.324194,26.438211,19.407713,100.0,35.534161,0.948888,38.0,45.541347,4.039437,57.647059,22.518854,16.555216,72.941176,20220801160500,20220801163200,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-02 12:28:00,2022-08-02 12:43:00,912.817136,3.046207,1,0,1,10.333333,21.002267,56.0,1008.016667,603.823675,2454.25,0.335275,0.0,0.32765,24.621964,12.989735,90.980392,33.111111,1.712114,37.0,43.089325,3.798841,49.803922,17.176471,5.452451,31.764706,20220802122800,20220802124300,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-02 13:03:00,2022-08-02 13:26:00,1360.758414,9.567856,0,0,2,22.636364,29.08206,81.0,1085.125,518.529381,1822.25,0.0,0.0,0.326539,23.917597,14.433752,91.372549,35.466667,2.774618,42.0,42.437182,3.325969,55.686275,17.664884,10.28367,62.745098,20220802130300,20220802132600,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-02 14:04:00,2022-08-02 14:35:00,1859.958075,2.571941,3,1,2,1.9,5.20179,24.0,872.5,290.089701,1810.75,0.342856,-0.370337,0.313746,30.676761,11.770449,86.666667,37.608696,1.810452,47.0,41.361893,2.453281,49.803922,15.045752,1.497662,20,20220802140400,20220802143500,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-02 15:14:00,2022-08-02 15:38:00,1435.297142,13.039216,3,3,9,30.304348,32.898514,97.0,1202.108696,559.921026,2084.0,0.342961,-0.351251,0.358858,25.935782,17.203682,100.0,35.464789,1.329757,38.0,38.555648,4.360718,50.980392,18.022165,6.114811,34.117647,20220802151400,20220802153800,0.0,0.0,0.0,0.0,0.0
1009 1010,2022-08-04 08:50:00,2022-08-04 08:53:00,171.587979,2.538306,1,0,0,49.0,38.183766,76.0,1338.5,531.037193,1714.0,0.367172,0.0,0.0,28.047741,17.258429,94.117647,30.705882,0.469668,31.0,34.878893,3.818424,41.960784,17.254902,4.991342,20.784314,20220804085000,20220804085300,0.0,0.0,0.0,0.0,0.0
1010,2021-06-17 19:19:00,2021-06-17 19:23:00,258.50425,0.040837,0,0,0,8.0,1.414214,9.0,900.125,203.535982,1105.5,0.0,0.0,0.0,27.828477,2.915252,41.568627,28.0,0.0,28.0,9.291101,0.435059,9.411765,13.823529,1.255515,14.901961,20210617191900,20210617192300,0.0,0.0,0.0,0.0,0.0
1010,2021-07-28 09:40:00,2021-07-28 09:51:00,709.422404,5.845276,1,1,3,42.375,27.963944,81.0,1110.208333,323.41814,1549.5,0.344898,-0.305526,0.310937,34.427376,15.35689,95.686275,30.473684,0.600751,32.0,7.072346,0.564074,7.843137,15.03268,2.624461,21.568627,20210728094000,20210728095100,0.0,0.0,0.0,0.0,0.0
1010,2021-07-28 09:53:00,2021-07-28 10:17:00,1435.763296,23.785256,3,1,5,77.722222,30.02118,123.0,1571.613636,551.43067,2498.5,0.356054,-0.387088,0.365253,38.971702,20.419817,99.607843,31.767442,0.723615,33.0,87.058824,0.0,87.058824,21.782531,8.366941,44.705882,20210728095300,20210728101700,0.0,0.0,0.0,0.0,0.0
1010,2021-07-28 12:11:00,2021-07-28 12:48:00,2185.173171,29.420902,3,1,7,58.740741,32.519335,116.0,1348.185714,508.808717,2416.0,0.327762,-0.302305,0.38055,39.190836,19.547982,99.607843,34.279412,1.164063,38.0,86.489812,0.967073,87.058824,23.529412,20.771252,88.235294,20210728121100,20210728124800,0.0,0.0,0.0,0.0,0.0
1010,2021-07-29 07:54:00,2021-07-29 08:03:00,504.859413,3.594943,3,1,5,30.0,9.273618,44.0,1267.444444,521.221129,2226.0,0.327161,-0.481576,0.361072,33.162003,17.09156,96.862745,27.0,0.0,27.0,83.349232,0.596131,83.921569,17.472767,4.309762,23.921569,20210729075400,20210729080300,0.0,0.0,0.0,0.0,0.0
1010,2021-07-29 10:02:00,2021-07-29 10:13:00,701.666704,3.793536,2,0,2,26.0,14.979987,50.0,959.7,232.338737,1356.5,0.346438,0.0,0.336213,34.379648,15.021165,98.431373,32.035088,1.034493,35.0,82.222222,0.746031,82.745098,14.666667,2.602588,19.607843,20210729100200,20210729101300,0.0,0.0,0.0,0.0,0.0
1010,2021-07-30 18:00:00,2021-07-30 18:06:00,391.664887,0.410546,0,0,0,11.0,7.071068,16.0,1007.9,132.482735,1244.5,0.0,0.0,0.0,35.739417,6.402715,63.529412,34.076923,0.271746,35.0,82.503771,0.577171,82.745098,15.137255,1.129793,16.470588,20210730180000,20210730180600,0.0,0.0,0.0,0.0,0.0
1010,2021-07-30 20:30:00,2021-07-30 20:33:00,167.029194,0.24743,0,0,0,18.0,1.414214,19.0,1028.5,0.0,1028.5,0.0,0.0,0.0,34.117647,10.094101,61.960784,32.75,0.5,33.0,82.745098,0.0,82.745098,15.686275,0.0,15.686275,20210730203000,20210730203300,0.0,0.0,0.0,0.0,0.0
1010,2021-07-31 08:00:00,2021-07-31 08:06:00,367.703866,3.087037,2,4,5,50.4,7.368853,57.0,1542.1,761.356635,2717.5,0.446955,-0.377622,0.431627,40.366278,23.587299,99.607843,28.0,0.0,28.0,81.633987,0.728323,82.745098,27.712418,29.831429,88.235294,20210731080000,20210731080600,0.0,0.0,0.0,0.0,0.0
1010,2021-07-31 10:05:00,2021-07-31 10:19:00,851.647834,3.63604,1,0,1,33.5,12.849124,58.0,1094.0,390.368096,2163.5,0.313134,0.0,0.315874,32.827216,10.873349,99.607843,32.513889,0.671199,33.0,80.697168,0.727647,81.176471,15.143288,2.816706,22.352941,20210731100500,20210731101900,0.0,0.0,0.0,0.0,0.0
1010,2021-07-31 18:39:00,2021-07-31 18:56:00,1045.825497,3.367204,1,1,1,32.333333,24.254209,76.0,1049.40625,183.434023,1447.5,0.312195,-0.387192,0.343408,35.505279,11.022839,96.862745,33.296703,0.52693,35.0,79.207067,0.560655,79.607843,14.705882,1.403023,18.823529,20210731183900,20210731185600,17.0,14.0,0.0,0.0,0.0
